Scopus_ID,abstract,author,pubDate,title
SCOPUS_ID:85029783595,"Together with the increasing population and urbanization, cities have started to face challenges that hinder their socio-economic and sustainable development. The concept of smart cities, therefore, has emerged during the last years as a response to these problems. Advanced measurement and communication technologies enabled through smart cities have particularly played a key role in dealing with such economic, social and organizational challenges faced during the growing of cities. In this sense, using historical information provided with the mentioned technologies, various forecasting tools have been incorporated into smart city environment in order to manage more effectively its essential components such as smart grids and Intelligent Transportation Systems (ITS). For a further improvement in forecasting accuracy and hence in the management of these smart systems, recently, the information available in space has been also introduced in forecasting tools in addition to that in time. These advanced forecasting approaches, called spatio-temporal methods, have the capability of making use of all the available data collected from different locations. The potential benefits of these approaches have been underlined in various recent studies in the literature. In this paper, a comprehensive overview and assessment of forecasting approaches including both spatial and temporal information have been presented for the purpose of supporting the ongoing efforts for exploiting the available information in smart city applications. With this objective, the spatio-temporal forecasting methods presented in the literature are classified considering their implementation areas and model structures. Furthermore, the similarities and peculiarities of the methods classified are examined in detail, resulted in the compiling of valuable reference information for future studies on improving these approaches.",Tascikaraoglu A.,2018-01-01,Evaluation of spatio-temporal forecasting methods in various smart city applications
SCOPUS_ID:85020268535,"tAccurate forecasting simultaneously becomes more important and more challenging due to the increasing penetration of photovoltaic (PV) systems in the built environment on the one hand, and the increasing stochastic nature of electricity consumption, e.g., through electric vehicles (EVs), on the other hand. Until recently, research has mainly focused on deterministic forecasting. However, such forecasts convey little information about the possible future state of a system and since a forecast is inherently erroneous, it is important to quantify this error. This paper therefore focuses on the recent advances in the area of probabilistic forecasting of solar power (PSPF) and load forecasting (PLF). The goal of a probabilistic forecast is to provide either a complete predictive density of the future state or to predict that the future state of a system will fall in an interval, defined by a confidence level. The aim of this paper is to analyze the state of the art and assess the different approaches in terms of their performance, but also to what extent these approaches can be generalized so that they not only perform best on the data set for which they were designed, but also on other data sets or different case studies. In addition, growing interest in net demand forecasting, i.e., demand less generation, is another important motivation to combine PSPF and PLF into one review paper and assess compatibility. One important finding is that there is no single preferred model that can be applied to any circumstance. In fact, a study has shown that the same model, with adapted parameters, applied to different case studies performed well but did not excel, when compared to models that were optimized for the specific task. Furthermore, there is need for standardization, in particular in terms of filtering night time data, normalizing results and performance metrics.",van der Meer D.W.,2018-01-01,Review on probabilistic forecasting of photovoltaic power production and electricity consumption
SCOPUS_ID:85034096390,"The accurate forecasting of future container throughput is important for the construction, upgrade, and operation management of a port. This study introduces group method of data handling (GMDH) neural network and proposes a hybrid forecasting model based on GMDH (HFMG) to forecast container throughput. This model decomposes the original container throughput series into two parts: linear trend and nonlinear variation, and uses the seasonal autoregressive integrated moving average (SARIMA) approach to predict the linear trend. Considering the complexity of forecasting nonlinear subseries, the proposed model adopts three nonlinear single models, namely, support vector regression (SVR), back-propagation (BP) neural network, and genetic programming (GP), to predict the nonlinear subseries. Then, the model establishes selective combination forecasting by the GMDH neural network on the nonlinear subseries and obtains its combination forecasting results. Finally, the predictions of two parts are integrated to obtain the forecasting results of the original container throughput time series. The container throughput data of Xiamen and Shanghai Ports in China are used for empirical analysis, and the results show that the forecasting performance of the HFMG model is better than that of SARIMA model, as well as some hybrid forecasting models, such as SARIMA-SVR, SARIMA-GP, and SARIMA-BP. Finally, the monthly out-of-sample forecasts of container throughput for the two ports throughout 2016 are given.",Mo L.,2018-01-01,GMDH-based hybrid model for container throughput forecasting: Selective combination forecasting in nonlinear subseries
SCOPUS_ID:85033384606,"Accurate, fast forecasting of hydro-meteorological time series is presently a major challenge in drought and flood mitigation. This paper proposes a hybrid approach, wavelet de-noising (WD) and Rank-Set Pair Analysis (RSPA), that takes full advantage of a combination of the two approaches to improve forecasts of hydro-meteorological time series. WD allows decomposition and reconstruction of a time series by the wavelet transform, and hence separation of the noise from the original series. RSPA, a more reliable and efficient version of Set Pair Analysis, is integrated with WD to form the hybrid WD-RSPA approach. Two types of hydro-meteorological data sets with different characteristics and different levels of human influences at some representative stations are used to illustrate the WD-RSPA approach. The approach is also compared to three other generic methods: the conventional Auto Regressive Integrated Moving Average (ARIMA) method, Artificial Neural Networks (ANNs) (BP-error Back Propagation, MLP-Multilayer Perceptron and RBF-Radial Basis Function), and RSPA alone. Nine error metrics are used to evaluate the model performance. Compared to three other generic methods, the results generated by WD-REPA model presented invariably smaller error measures which means the forecasting capability of the WD-REPA model is better than other models. The results show that WD-RSPA is accurate, feasible, and effective. In particular, WD-RSPA is found to be the best among the various generic methods compared in this paper, even when the extreme events are included within a time series.",Wang D.,2018-01-01,A hybrid wavelet de-noising and Rank-Set Pair Analysis approach for forecasting hydro-meteorological time series
SCOPUS_ID:85027271276,(not available),Masegosa A.D.,2018-01-01,Applications of soft computing in intelligent transportation systems
SCOPUS_ID:85026859014,"The inclusion of Renewable Energy Resources (RER) and Electric Energy Storage (EES) can significantly improve the reliability of rural feeder customers with no cross connect switches to alternative supply. In such setups, there can be a financial incentive for aggregators to facilitate bulk storage to deal electricity with energy supplier and customers by using optimal scheduling strategy. Within this context, this paper proposes a framework for network reliability assessment to include bulk storage scheduling strategy in the evaluation. In this technique, seasonal effects on load demand and RER output, electricity market price, islanding provisions and EES state of charge (SOC) are taken into consideration. Finally, a case study is presented to illustrate the application of this approach and to evaluate the results.",Narimani A.,2018-01-01,Optimum electricity purchase scheduling for aggregator storage in a reliability framework for rural distribution networks
SCOPUS_ID:85031504985,"Water resources systems face irreducible uncertainty in supply and demand, requiring policies to respond to changing conditions on multiple timescales. For both short-term operation and long-term adaptation, thresholds or “decision triggers”, where a policy links observed indicators to actions, have featured prominently in recent studies. There remains a need for a general method to conceptualize threshold-based policies in an easily interpretable structure, and a corresponding search algorithm to design them. Here we propose a conceptual and computational framework where policies are formulated as binary trees, using a simulation-optimization approach. Folsom Reservoir, California serves as an illustrative case study, where policies define the thresholds triggering flood control and conservation actions. Candidate operating rules are generated across an ensemble of climate scenarios, incorporating indicator variables describing longer-term climate shifts to investigate opportunities for adaptation. Policy tree optimization and corresponding open-source software provide a generalizable, interpretable approach to policy design under uncertainty.",Herman J.D.,2018-01-01,Policy tree optimization for threshold-based water resources management over multiple timescales
SCOPUS_ID:85020618319,"The electrification of hybrid electric vehicle reduces the reliance of transportation on fossil fuels and reduces Green House Gas emissions. The economic and environmental benefits of the hybrid electric vehicles are greatly reshaping the modern transportation sector. The transportation electrification (TE) brings various challenges to the Smart Grid (SG), such as power quality, reliability, and control. Thus, there is a need to explore and reveal the key enabling technologies for TE. Moreover, the intermittent nature of Renewable Energy Resources (RER) based generation demands for efficient, reliable, flexible, dynamic, and distributed energy storage technologies. The Electrical Vehicles (EVs) storage battery is the promising solution in accommodating RER based generation within SG. The most efficient feature of transportation sector is Vehicle to Grid (V2G) concept that will help in storing the surplus energy and feeding back this energy to the main grid during period of high demands. The storage technology is an integral part of the SG that helps in attaining the proper utilization of RER. In this paper, our goal is to explore the TE sector and its impact on economy, reliability and eco-friendly system. We reviewed the V2G technology and their implementation challenges. We further reviewed various energy storage technologies deployed in EVs within SG, considering attention to their influence on the environment. Moreover, this paper presented a detailed overview of the on board and off board charging infrastructure and communication necessities for EV. The paper also investigated the current issues and challenges of energy storage technologies in EVs. The technical and economic benefits of storage technologies are also considered. Our analysis reviews the role of EVs in decarbonizing the atmosphere. Lastly, the survey explains the current regulation, Standard, and interfacing issues within SG.",Shaukat N.,2018-01-01,A survey on electric vehicle transportation within smart grid system
SCOPUS_ID:85030656566,"Long-term windspeed prediction is crucial for establishing the viability of wind as a clean energy option, including the selection of wind farm locations, feasibility studies on energy potential and the operation of wind energy conversion systems with minimal investment risk. To deliver this vital societal need, data-inexpensive artificial intelligence models relying on historical inputs can be a useful scientific contrivance by energy analysts, engineers and climate-policy advocates. In this paper, a novel approach is adopted to construct a multilayer perceptron (MLP) hybrid model integrated with the Firefly Optimizer algorithm (MLP-FFA) trained with a limited set of historical (monthly) data (2004–2014) for a group of neighboring stations to predict windspeed at target sites in north-west Iran. Subsequently, the MLP-FFA model is developed to minimize the error rate of the resulting hybrid model and applied at each of the eight target sites one-by-one (namely: Tabriz, Jolfa, Sarab, Marand, Sahand, Kaleybar, Maraghe and Mianeh) such that the seven neighboring (reference) sites are used for training and the remainder eighth site for testing purposes. To ascertain conclusive results, the hybrid model's ability to predict windspeed at each target site is cross-validated with the MLP model without the FFA optimizer and the statistical performance is benchmarked with root mean square error (RMSE), mean absolute error (MAE), Nash-Sutcliffe efficiency (E
                     NS), Willmott's Index (d) and the Legates and McCabes Index (E
                     1), including relative errors. For all eight target sites, the testing performance of the MLP-FFA model is found to be significantly superior than the classical MLP, resulting in lower values of the RMSE (0.202–0.50 ms−1 relative to 0.236–0.664 ms−1) and larger values of E
                     NS, d and E
                     1 (0.686–0.953 vs. 0.529–0.936, 0.874–0.976 vs. 0.783–0.966, 0.417–0.800 vs. 0.303–0.748). Despite a more accurate performance of hybrid models tested at each target site, the preciseness registered a distinct geographic signature with the least accurate result (for Kaleybar) and the most accurate result (for Jolfa). To accord with this result, we conclude that the utilization of the FFA as an add-in optimizer in a hybrid data-intelligent model leads to a significant improvement in the predictive accuracy, presumably due to the optimal weights attained in the hidden layer that allows a more robust feature extraction process. Accordingly, we establish that the hybrid MLP-FFA model can be explored further in a problem of long-term windspeed prediction with reference station input data, and feasibility studies on wind energy investments in data-scarce regions where a limited set of neighboring reference site data can be employed to forecast the target site windspeed.",Deo R.C.,2018-01-01,Multi-layer perceptron hybrid model integrated with the firefly optimizer algorithm for windspeed prediction of target site using a limited set of neighboring reference station data
SCOPUS_ID:85016064264,"Direct digital manufacturing (DDM) is a combination of product modeling and manufacturing technology that directly converts digital models to physical objects without the need for tooling. The capability of DDM to improve the sustainability of products and processes is based on changing operational practices in product design, distribution, use, and after-sales services. Although research has provided evidence of the potential impact of DDM technologies, there is limited research on how specific DDM-based operational practices add to the operational capabilities of a manufacturer and how these capabilities can be used to improve sustainability outcomes. To address this research gap, we evaluate how current and future DDM-based operational practices can be used to improve products and processes. The analyzed current practices are in prototyping, tooling, on-demand parts manufacturing, and customized parts manufacturing. Two future practices that are evaluated are DDM-based incremental product improvement and dynamic supply chain reconfiguration.
                  Based on the evaluation of current and future practices, we propose a design theory for the introduction of DDM into manufacturing firms for improving sustainability capabilities. The key contribution of this article is specifying the mechanisms by which a specific DDM-based operational practice improves sustainability outcomes and how each practice creates an operational practice threshold that needs to be reached before further improvement of capabilities is possible. Thus, using the theory new operational practices can be proactively developed and tested before the next threshold is reached. This in turn will help manufacturers develop strategies and investment plans for current and future DDM-based practices and to accumulate sustainability capabilities faster.",Holmstrom J.,2018-01-01,Sustainability outcomes through direct digital manufacturing-based operational practices: A design theory approach
SCOPUS_ID:85028616034,(not available),Panigrahi S.,2018-01-01,A fuzzy filter based hybrid ARIMA-ANN model for time series forecasting
SCOPUS_ID:85037734077,(not available),Ozcan T.,2018-01-01,Healthcare expenditure prediction in Turkey by using genetic algorithm based grey forecasting models
SCOPUS_ID:85029026720,"Data-driven models have been widely used for building cooling load prediction. However, the prediction accuracy depends not only on prediction models, but also on the selection of input variables. The aim of this study is to analyse the effect of various input variables on prediction accuracy. Eight input variables combinations are formed randomly and compared for prediction accuracy with ANN and SVM models. The training and testing data were obtained from an office building by field measurement. K-means and hierarchical clustering methods are applied to classify the input variables. Tedious information of congeneric variables is then excluded and the optimized combinations are obtained. It is concluded that the prediction models with optimized input combinations perform better than those without optimization. By comparing the different clusters of input variables, historical cooling capacity data is proved to be the most essential prediction inputs.",Ding Y.,2018-01-01,Effect of input variables on cooling load prediction accuracy of an office building
SCOPUS_ID:85028607324,(not available),Ratajczak-Ropel E.,2018-01-01,Introduction
SCOPUS_ID:85038818321,(not available),Che-Ngoc H.,2018-01-01,An improved fuzzy time series forecasting model
SCOPUS_ID:85038812448,(not available),Zhao T.,2018-01-01,Spatio-temporal load forecasting considering aggregation features of electricity cells and uncertainties in input variables
SCOPUS_ID:85032298884,"This paper analyzes the energy consumption of buildings considering the uncertainty of structural and environmental parameters. To this end, two-point estimate method (2PEM) is used to model the uncertainties. EnergyPlus software is used in this paper to evaluate the energy consumption, the thermal comfort, and the energy cost of a building. We examine the proposed method in a retail building to show the effectiveness of the method in comparison with the Monte-Carlo Simulation and deterministic methods. The results show that the 2PEM method although may cause a bit accuracy loss, it can considerably reduce the simulation time by more than 97%. In addition, a sensitivity analysis is effectuated in this paper to investigate the impacts of different climate zones on the results of energy consumption analysis.",Bordbari M.J.,2018-01-01,Probabilistic energy consumption analysis in buildings using point estimate method
SCOPUS_ID:85030544821,"Evaluation and benchmarking of real-time skin detectors remain challenging because of multiple evaluation attributes that must be considered. Numerous evaluation and benchmarking techniques have been proposed, but they exhibit several limitations. Fixing multiple attributes based on benchmarking approaches by using other attributes limits reliable real-time skin detection. This paper presents comprehensive insights into the evaluation and benchmarking of real-time skin detectors on the basis of two critical directions. Current evaluation criteria highlight conflicting issues and benchmarking techniques to identify weak points, and possible solutions are discussed. The findings are as follows: (1) open issues and challenges to evaluation and benchmarking are emphasized; and (2) decision making using multiple criteria such as reliability, time complexity, and error rate within a dataset is used for evaluating and benchmarking real-time skin detectors to come up with solutions for future directions.",Yas Q.M.,2018-01-01,"Comprehensive insights into evaluation and benchmarking of real-time skin detectors: Review, open issues & challenges, and recommended solutions"
SCOPUS_ID:85032330565,"Approaches that attempt to influence resource use in the home often consider the building system alone, without due consideration of occupants and their practices. However, occupants interact with technology and ultimately affect energy and water metabolism in the home. This research used an explanatory design mixed method approach to investigate the energy and water use in eight homes over a two-year period, before and after an intervention based on persuasive behaviour change. Each home was considered as a system of practice and results were analysed in terms of overall resource reduction, changes in practice and changes made to the building systems. It was revealed that five of the homes succeeded in reducing their resource use through the two years. Most changes were achieved through affecting technology as an element of practice. Automation was shown to enable the dis-interlocking of practices from aligned and interlocked routines and can be considered an effective solution to influence resource use in the home.",Eon C.,2018-01-01,Influencing energy and water use within a home system of practice
SCOPUS_ID:85034025634,"Identifying helpful reviews from massive review data has been a hot topic in the past decade. While existing research on review helpfulness estimation and prediction is primarily sourced from English reviews, non-English reviews may also provide useful consumer opinion information and should not be neglected. In this study, we propose a review helpfulness prediction framework that processes and uses multilingual sources of reviews to generate relevant business insights. Adopting a design science research approach, we design, implement, evaluate and deliver an IT artifact (i.e., our framework) that predicts the helpfulness of a review and accounts for non-English reviews. Our evaluations suggest that we achieve better performance on review helpfulness prediction and classification by including the variables generated by our instantiated multilingual system. By demonstrating the feasibility of our proposed framework for multilingual business intelligence applications, we contribute to the literature on business intelligence and provide important practical implications to practitioners.",Zhang Y.,2018-01-01,Predicting the helpfulness of online product reviews: A multilingual approach
SCOPUS_ID:85028605874,(not available),Ratajczak-Ropel E.,2018-01-01,Agent-based optimization
SCOPUS_ID:85029230890,(not available),Xing B.,2018-01-01,Cyberware capacity—platform and middleware layers perspective
SCOPUS_ID:85030173815,(not available),Singh H.,2018-01-01,Supply chain collaboration: A state-of-the-art literature review
SCOPUS_ID:85034581484,"Studies on the food, energy, and water (FEW) nexus lay a shared foundation for researchers, policy makers, practitioners, and stakeholders to understand and manage linked production, utilization, and security of FEW systems. The FEW nexus paradigm provides the water community specific channels to move forward in interdisciplinary research where integrated water resources management (IWRM) has fallen short. Here, we help water researchers identify, articulate, utilize, and extend our disciplinary strengths within the broader FEW communities, while informing scientists in the food and energy domains about our unique skillset. This paper explores the relevance of existing and ongoing scholarship within the water community, as well as current research needs, for understanding FEW processes and systems and implementing FEW solutions through innovations in technologies, infrastructures, and policies. Following the historical efforts in IWRM, hydrologists, water resources engineers, economists, and policy analysts are provided opportunities for interdisciplinary studies among themselves and in collaboration with energy and food communities, united by a common path to achieve sustainability development goals.",Cai X.,2018-01-01,Understanding and managing the food-energy-water nexus – opportunities for water resources research
SCOPUS_ID:85028938939,"Buildings are one of the major sources of electricity and greenhouse gas emission (GHG) in urban areas all around the world. Since a large integration of solar energy is observed in the form of rooftop photovoltaic (PV) units, electricity use of buildings is highly uncertain due to intermittent nature of solar output power. This leads to poor energy management for both network operators and building owners. In addition, uncertain metrological conditions, diversity and complexity of buildings are big hurdles to accurate prediction of the demand. To improve accuracy of load demand forecast of PV integrated smart building, a hybrid ensemble framework is proposed in this paper. This is based on a combination of five different predictors named as backpropagation neural network (BPNN), Elman neural network (EN), Autoregressive Integrated Moving Average (ARIMA), feed forward neural network (FNN), radial basis function (RBF) and their wavelet transform (WT) models. WT is applied to historical load data to remove the spikes and fluctuations. FNN and RBF network were trained with particle swarm optimization (PSO) for higher forecast accuracy. The output of each predictor in the ensemble network is combined using Bayesian model averaging (BMA). The proposed framework is tested using real data of two practical PV integrated smart buildings in a big university environment. The results indicate that the proposed framework show improvement in average forecast normalized root mean square error (nRMSE) around 17% and 20% in seasonal daily and seasonal weekly case studies, respectively. In addition, proposed framework also produces lowest of nRMSE about 3.88% in seasonal monthly forecast of smart buildings with rooftop PV as compared to benchmark model. The proposed forecast framework provides consistent forecast results for global change institute (GCI) and advance engineering building (AEB) during seasonal daily and weekly comparison.",Raza M.Q.,2017-12-15,Demand forecast of PV integrated bioclimatic buildings using ensemble framework
SCOPUS_ID:85037652225,"Near-future electric distribution grids operation will have to rely on demand-side flexibility, both by implementation of demand response strategies and by taking advantage of the intelligent management of increasingly common small-scale energy storage. The Home energy management system (HEMS), installed at low voltage residential clients, will play a crucial role on the flexibility provision to both system operators and market players like aggregators. Modeling and forecasting multi-period flexibility from residential prosumers, such as battery storage and electric water heater, while complying with internal constraints (comfort levels, data privacy) and uncertainty is a complex task. This papers describes a computational method that is capable of efficiently learn and define the feasibility flexibility space from controllable resources connected to a HEMS. An Evolutionary Particle Swarm Optimization (EPSO) algorithm is adopted and reshaped to derive a set of feasible temporal trajectories for the residential net-load, considering storage, flexible appliances, and predefined costumer preferences, as well as load and photovoltaic (PV) forecast uncertainty. A support vector data description (SVDD) algorithm is used to build models capable of classifying feasible and non-feasible HEMS operating trajectories upon request from an optimization/control algorithm operated by a DSO or market player.",Pinto R.,2017-12-15,Multi-period flexibility forecast for low voltage prosumers
SCOPUS_ID:85032029470,"A breeder hybrid algorithm consisting of the constitution of nonlinear regression-based breeder genetic algorithm and simulated annealing is proposed for the objective of forecasting the natural gas demand with a smaller error rate. The main aim of this study is to show general natural gas demand forecasting model of the breeder hybrid algorithm based nonlinear regression. The most important difference that distinguishes this natural gas demand forecasting model from other models in the literature is that the proposed model evolves continuously with the best solutions in both the breeder genetic algorithm and simulated annealing parts. It is applied to Turkey natural gas demand forecasting to show its superiority and applicability. The consumption amount of natural gas has between 1985 and 2000 is determined as dependent variable whereas the independent variables are determined as the gross national product, population and the growth rate. Then, the consumption amounts of natural gas between 2001 and 2014 are forecasted with significantly small MAPE values that are obtained 0.0188 and 0.0143 for year 2014 using the proposed algorithms and compared to different solutions in the literature. The proposed algorithms are superior to the comparable algorithms in the literature. Then, two scenarios are applied for the years between 2015 and 2030 for future projection.",Karadede Y.,2017-12-15,Breeder hybrid algorithm approach for natural gas demand forecasting model
SCOPUS_ID:85032810528,"Most of existing modeling methods are based on point prediction. However, the accuracy of point prediction cannot meet the actual demand due to existence of high noise, volatility, complexity and irregularity inherent in the chemical process data. In order to solve this problem, a hybrid high-quality prediction intervals (PIs) method integrating complementary ensemble empirical mode decomposition (CEEMD), sample entropy (SE), and improved multi-kernel relevant vector machine (RVM) is proposed in the paper. The proposed PIs method mainly consists of three aspects: Firstly, CEEMD is adopted to decompose the original data into several independent intrinsic mode functions (IMFS), and then SE is used to analyze the complexity of the extracted IMFs to obtain recombinant components; Secondly, an improved multi-kernel RVM (MRVM) is presented to predict recombinant components independently, in which the linear kernel and the Gaussian kernel are combined; Thirdly, the predicted components are aggregated to obtain an ensemble result using another MRVM for constructing the high-quality PIs. To verify the performance of the proposed PIs method, a purified Terephthalic acid (PTA) solvent system is selected. Comparative simulation results demonstrate that the proposed PIs method greatly outperforms on coverage probability and sharpness in all the step predictions.",Xu Y.,2017-12-15,An improved multi-kernel RVM integrated with CEEMD for high-quality intervals prediction construction and its intelligent modeling application
SCOPUS_ID:85031325748,"The emergence of smart grid technologies and applications has meant there is increasing interest in utilising smart meters. Smart meter penetration has significantly increased over the last decade and they are becoming more widespread globally. Companies such as Google, Nest, Intel, General Electric and Amazon are amongst those companies which have been developing end use applications such as home and battery energy management systems which leverage smart meter data. In addition, utilities and networks are becoming more aware of the potential benefits of using household smart meter data in demand side management strategies such as energy efficiency and demand response. Motivated by this fact, the amount of research in this area has grown considerably in recent years. This paper reviews the most recent methods and techniques for using smart meter data such as forecasting, clustering, classification and optimization. The study covers various applications such as Home and Battery Energy Management Systems and demand response strategies enabled by the analysis of smart meter data. From a comprehensive review of the literature, it was observed that there are remarkable discrepancies between the studies, which make in-depth comparison and analysis challenging. Data analysis and reporting guidelines are suggested for studies which use smart meter data. These guidelines could provide a consistent and common framework which could enhance future research.",Yildiz B.,2017-12-15,Recent advances in the analysis of residential electricity consumption and applications of smart meter data
SCOPUS_ID:85034264561,"Wind energy is rapidly emerging as an appealing energy option because it is both abundant and environmentally friendly. Because of the stochastic nature and intrinsic complexity of wind speed, precise and reliable wind-speed prediction is vital for wind-farm planning and the operational planning of power grids. To improve wind-speed forecasting accuracy or stability, many forecasting approaches have been proposed. However, these models usually only consider one criterion (accuracy or stability) and have limitations associated with using individual models. In this paper, an ensemble method optimized by a novel multi-objective optimization algorithm is introduced. With respect to ensemble weight coefficients, a bias-variance framework, which is formulated by a multi-objective optimization problem, is used to assess model accuracy and stability. A novel hybrid flower pollination with bat search algorithm is proposed to search for the optimal weight coefficients based on the previous step, while Pareto optimality theory provides the necessary conditions to identify an optimal solution. In addition, data decomposition and de-noising are also incorporated into the data pre-processing stage. To evaluate the forecasting ability of the proposed model, a case study of 12 wind-speed datasets from two wind farms in the eastern coastal areas of China was completed. The experimental results of this study indicate that the developed ensemble model is superior to other comparison models in terms of the high precision and stability of wind-speed prediction.",Qu Z.,2017-12-15,Research and application of ensemble forecasting based on a novel multi-objective optimization algorithm for wind-speed forecasting
SCOPUS_ID:85029590575,"Seasonal load variations in district heating systems are so large that some production units become superfluous during summer operations. There is great economic potential in shutting down these units during summer. The economic benefit of summer shutdown is highly dependent on the timing of the shutdown decision. The optimal shutdown and start-up dates depend on complex weather patterns and vary significantly from year to year. This study introduces three classes of decision rules to help production planners perform economically optimal summer shutdown: a fixed date rule, a heat load based rule and a load based rule augmented with weather forecasts. These decision rules are tested using 38years of hourly weather data to simulate the heat load in Aarhus, Denmark. The large amount of weather data allows for the creation of highly robust decision rules that account for rare, but costly weather conditions. A fixed date rule allows for planning very far ahead and can reap 90.7% of the potential economic benefit of summer shutdown. A heat load based decision rule can salvage 95.8% of the potential shutdown savings at the cost of shorter planning horizons. Augmenting the load based decision rule with 15day weather forecasts can boost the performance to 96.5%.",Dahl M.,2017-12-15,Decision rules for economic summer-shutdown of production units in large district heating systems
SCOPUS_ID:85013841514,"The urban heat island (UHI) phenomenon has become a concern in many major cities worldwide, as high summer temperatures and poor wind flow can have negative impacts on city dwellers, particularly increasing energy demand for artificial cooling. This paper showcases how an Integrated Multi-scale Environmental Urban Model (IMEUM) can be employed to support planners, architects and engineers to assess the combined impacts of the UHI phenomenon and rising global temperatures due to climate change. IMEUM concept derives from downscaling environmental models from global scale (25km) to mesoscale (1km) and city scale (100m). Hence, this paper showcases a computationally efficient method which couples multi-scale atmospheric models with statistical model to estimate weather parameters. Developed under Singapore context, IMEUM can be utilized to incorporate appropriate UHI mitigation measures upfront in design process, consecutively bridging the gap between global and building scale. This paper also includes calibration of the IMEUM output using observations from ground sensors. Furthermore, by using case study of a hypothetical office building, this paper showcases how the IMEUM output can be fully converted into a localized weather data file for cooling load simulation. IMEUM is currently being developed further into integrated quantitative urban environment simulation tool (QUEST), which can be used to test the immediate microclimatic impact of development plans and assess their long term impacts under future climate change scenarios.",Lim T.K.,2017-12-15,Multi-scale urban system modeling for sustainable planning and design
SCOPUS_ID:85029230174,"Non-intrusive load monitoring (NILM) is the task of determining the appliances individual contributions to the aggregate power consumption by using a set of electrical parameters measured at a single metering point. NILM allows to provide detailed consumption information to the users, that induces them to modify their habits towards a wiser use of the electrical energy. This paper proposes a NILM algorithm based on the joint use of active and reactive power in the Additive Factorial Hidden Markov Models framework. In particular, in the proposed approach, the appliance model is represented by a bivariate Hidden Markov Model whose emitted symbols are the joint active-reactive power signals. The disaggregation is performed by means of an alternative formulation of the Additive Factorial Approximate Maximum a Posteriori (AFAMAP) algorithm for dealing with the bivariate HMM models. The proposed solution has been compared to the original AFAMAP algorithm based on the active power only and to the seminal approach proposed by Hart (1992), based on finite state machine appliance models and which employs both the active and reactive power. Hart’s algorithm has been improved for handling the occurrence of multiple solutions by means of a Maximum A Posteriori technique (MAP). The experiments have been conducted on the AMPds dataset in noised and denoised conditions and the performance evaluated by using the 
                        
                           
                              
                                 F
                              
                              
                                 1
                              
                           
                        
                     -Measure and the normalized disaggregation metrics. In terms of 
                        
                           
                              
                                 F
                              
                              
                                 1
                              
                           
                        
                     -Measure, the results showed that the proposed approach outperforms AFAMAP, Hart’s algorithm, and Hart’s with MAP respectively by 
                        
                           +
                           14.9
                           %
                        
                     , 
                        
                           +
                           21.8
                           %
                        
                     , and 
                        
                           +
                           2.5
                           %
                        
                      in the 6 appliances denoised case study. In the 6 appliances noised case study, the relative performance improvement is 
                        
                           +
                           25.5
                           %
                        
                     , 
                        
                           +
                           51.1
                           %
                        
                     , and 
                        
                           +
                           6.7
                           %
                        
                     .",Bonfigli R.,2017-12-15,Non-intrusive load monitoring by using active and reactive power in additive Factorial Hidden Markov Models
SCOPUS_ID:85035755403,"This paper proposes a bi-probability-interval optimization (BPIO) model for wind-solar power day-ahead scheduling (WSP-DAS) under uncertainties, which aims to obtain the optimal trade-off planning by balancing profit and risk brought by uncertain wind power and solar power penetration. First, the confidence intervals of wind power and solar power are formulated under given confidence levels of wind speed and solar radiation, respectively. Then, the distribution probabilities of each wind power and solar power are obtained accordingly based on the cumulative distribution function (CDF) of wind speed and solar radiation, respectively. Finally, the framework of BPIO based WSP-DAS is developed to balance the profit and risk, considering a conditional expectation based optimization objective. Comparative experiments are conducted on two day-ahead scheduling systems under the dynamic uncertain wind and solar power penetration. The empirical results fully demonstrate that the proposed BPIO can significantly improve the reliability and effectiveness of evaluating WSP-DAS, in terms of obtaining a trade-off planning between profit and risk against the integration of uncertain wind-solar power.",Chen J.J.,2017-12-15,Optimal trade-off planning for wind-solar power day-ahead scheduling under uncertainties
SCOPUS_ID:85027318909,(not available),Shafapour Tehrany M.,2017-12-15,"GIS-based spatial prediction of flood prone areas using standalone frequency ratio, logistic regression, weight of evidence and their ensemble techniques"
SCOPUS_ID:85037742584,(not available),Latif S.,2017-12-11,How 5G wireless (and Concomitant Technologies) will revolutionize healthcare?
